president|link
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/7794-mensagem-do-presidente-da-republica-luiz-inacio-lula-da-silva-aos-brasileiros-no-exterior-por-ocasiao-da-comemoracao-ao-dia-da-patria
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/7798-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-almoco-oferecido-ao-presidente-da-colombia-juan-manuel-santos
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/7928-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-por-ocasiao-da-visita-oficial-do-presidente-da-guine-bissau-malam-bacai-sanha-palacio-itamaraty-25-de-agosto-de-2010
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/7930-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-cerimonia-em-homenagem-ao-diplomata-vinicius-de-moraes-palacio-itamaraty-16-de-agosto-de-2010
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8019-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-na-cerimonia-de-encerramento-do-seminario-empresarial-brasil-el-salvador-sao-paulo-sp-09-de-agosto-de-2010
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8021-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-reuniao-de-instalacao-da-secretaria-da-cupula-america-do-sul-africa-caracas-venezuela-06-de-agosto-de-2010
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8023-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-cerimonia-de-anuncio-dos-atos-assinados-em-conjunto-com-o-presidente-da-venezuela-hugo-chavez-caracas-06-de-agosto-de-2010
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8025-intervencao-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-cerimonia-de-anuncio-de-atos-assinados-em-conjunto-com-o-presidente-da-venezuela-hugo-chavez-caracas-06-de-agosto-de-2010
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8027-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-por-ocasiao-da-visita-oficial-do-presidente-de-camaroes-paul-biya-palacio-itamaraty-04-de-agosto-de-2010
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8028-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-sessao-de-abertura-da-39-reuniao-de-cupula-do-mercosul-e-sessao-de-trabalho-san-juan-argentina-03-de-agosto-de-2010
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8029-declaracao-a-imprensa-do-presidente-da-republica-luiz-inacio-lula-da-silva-apos-encontro-com-o-presidente-do-uruguai-jose-mujica-rivera-uruguai-30-de-julho-de-2010
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8031-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-almoco-oferecido-ao-presidente-da-nicaragua-daniel-ortega-palacio-itamaraty-28-de-julho-de-2010
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8034-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-visita-as-obras-de-terraplanagem-da-subestacao-de-villa-hayes-da-linha-de-transmissao-de-itaipu-villa-hayes-paraguai-30-de-julho-de-2010
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8181-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-almoco-oferecido-ao-primeiro-ministro-do-kuwait-xeque-nasser-al-sabah-palacio-itamaraty-22-de-julho-de-2010
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9285-discurso-do-presidente-luiz-inacio-lula-da-silva-para-o-forum-economico-mundial-davos-em-29-de-janeiro-de-2010
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9288-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-cerimonia-de-honras-funebres-aos-militares-mortos-no-cumprimento-do-dever-na-missao-de-paz-no-haiti-base-aerea-de-brasilia-21-01-2010
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9289-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-por-ocasiao-da-visita-ao-brasil-de-sua-alteza-o-emir-do-qatar-xeque-hamad-bin-khalifa-al-thani-palacio-itamaraty-20-01-2010
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9427-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-o-jantar-apresentando-o-melhor-do-brasil-oferecido-pela-apex-aos-empresarios-exportadores-e-investidores-rio-de-janeiro-rj-21-12-2009
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9434-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-sessao-plenaria-de-debate-informal-na-conferencia-das-partes-da-convencao-das-nacoes-unidas-sobre-mudanca-do-clima-cop-15-copenhague-dinamarca-18-12-2009
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9442-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-na-sessao-plenaria-da-conferencia-das-partes-da-convencao-quadro-das-nacoes-unidas-sobre-mudanca-do-clima-copenhague-dinamarca-17-12-2009
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9463-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-na-cerimonia-de-encerramento-do-seminario-empresarial-brasil-peru-lima-11-12-2009
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9466-declaracao-a-imprensa-do-presidente-da-republica-luiz-inacio-lula-da-silva-apos-assinatura-de-atos-por-ocasiao-da-visita-oficial-ao-peru-lima-11-12-2009
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9494-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-a-38-reuniao-do-conselho-do-mercado-comum-montevideu-uruguai-08-12-2009
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9495-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-seminario-empresarial-brasil-alemanha-hamburgo-04-de-dezembro-de-2009
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9496-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-apos-encontro-com-a-chanceler-da-alemanha-angela-merkel-berlim-03-12-2009
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9498-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-forum-empresarial-com-a-participacao-dos-presidentes-do-brasil-e-da-ucrania-kiev-ucrania-02-12-2009
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9499-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-encontro-com-a-primeira-ministra-da-ucrania-yulia-tymoshenko-kiev-02-12-2009
lula|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9503-discurso-do-presidente-da-republica-luiz-inacio-lula-da-silva-durante-sessao-de-abertura-da-19-reuniao-de-cupula-ibero-americana-de-chefes-de-estado-e-de-governo-estoril-30-11-2009
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/10248-discurso-da-presidenta-da-republica-dilma-rousseff-por-ocasiao-da-ii-cupula-celac-ue
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/10321-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-lancamento-do-plano-nacional-de-exportacoes
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/10332-discurso-da-presidenta-da-republica-dilma-rousseff-durante-solenidade-de-lancamento-dos-i-jogos-mundiais-dos-povos-indigenas-e-abertura-do-congresso-tecnico
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/10362-discurso-da-presidenta-dilma-rousseff-no-encerramento-do-encontro-empresarial-sobre-oportunidades-de-investimento-em-infraestrutura-no-brasil-nova-iorque-29-de-junho-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/10395-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-oferecido-pelo-vice-presidente-dos-estados-unidos-joseph-biden-washington-eua-30-de-junho-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/10397-discurso-da-presidenta-da-republica-dilma-rousseff-durante-encerramento-da-cupula-empresarial-brasil-estados-unidos-washington-eua-30-de-junho-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/10459-discurso-da-presidenta-da-republica-dilma-rousseff-durante-o-encontro-de-chefes-de-estado-e-de-governo-dos-brics-com-o-conselho-empresarial-do-grupo-ufa-russia-9-de-julho-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/10462-discurso-da-presidenta-da-republica-dilma-rousseff-durante-sessao-plenaria-dos-chefes-de-estado-e-de-governo-dos-brics-ufa-russia-9-de-julho-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/10471-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-reuniao-de-trabalho-com-o-primeiro-ministro-da-italia-matteo-renzi-roma-10-de-julho-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/10508-discurso-da-presidenta-da-republica-dilma-rousseff-na-abertura-da-48-cupula-do-mercosul-brasilia-17-de-julho-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/10521-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-em-homenagem-aos-chefes-dos-estados-partes-do-mercosul-e-estados-associados-brasilia-17-de-julho-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/10700-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-celebracao-de-1-ano-para-os-jogos-olimpicos-rio-2016-rio-de-janeiro-rj-5-de-agosto-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/10758-discurso-da-presidenta-da-republica-dilma-rousseff-por-ocasiao-da-cerimonia-de-formatura-da-turma-paulo-kol-2013-2015-do-instituto-rio-branco-brasilia-12-de-agosto-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/10937-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-por-ocasiao-da-visita-da-chanceler-da-alemanha-angela-merkel-20-de-agosto-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/10939-discurso-da-presidenta-da-republica-dilma-rousseff-por-ocasiao-do-almoco-em-homenagem-a-chanceler-da-republica-federal-da-alemanha-angela-merkel-brasilia-20-de-agosto-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/11916-discurso-da-presidenta-da-republica-dilma-rousseff-durante-sessao-plenaria-da-conferencia-das-nacoes-unidas-para-a-agenda-de-desenvolvimento-pos-2015-nova-york-27-de-setembro-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/11917-discurso-da-presidenta-da-republica-dilma-rousseff-durante-sessao-plenaria-da-conferencia-das-nacoes-unidas-para-a-agenda-de-desenvolvimento-pos-2015-nova-york-27-de-setembro-de-2016
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/11918-discurso-da-presidenta-da-republica-dilma-roussef-por-ocasiao-da-abertura-da-septuagesima-assembleia-geral-das-nacoes-unidas-nova-york-28-de-setembro-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/11922-discurso-da-presidenta-da-republica-dilma-roussef-por-ocasiao-da-reuniao-de-cupula-do-g4-nova-york-26-de-setembro-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/12105-discurso-da-presidenta-da-republica-dilma-rousseff-por-ocasiao-da-sessao-de-encerramento-do-encontro-empresarial-brasil-colombia-bogota-9-de-outubro-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/12106-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-cerimonia-de-assinatura-de-atos-bogota-colombia-9-de-outubro-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/12144-discurso-da-presidenta-da-republica-dilma-rousseff-por-ocasiao-da-sessao-de-encerramento-do-encontro-empresarial-brasil-colombia-bogota-9-de-outubro-de-2016
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/12157-discurso-da-presidenta-da-republica-dilma-rousseff-na-abertura-do-seminario-empresarial-suecia-brasil-estocolmo-19-de-outubro-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/12486-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-abertura-do-20-congresso-mundial-da-consumers-international-brasilia-19-de-novembro-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/12488-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-abertura-da-2-conferencia-global-de-alto-nivel-sobre-seguranca-no-transito
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/12572-discurso-da-presidenta-da-republica-dilma-rousseff-durante-sessao-de-abertura-da-21-conferencia-das-partes-da-convencao-quadro-das-nacoes-unidas-sobre-a-mudanca-do-clima-cop21-paris-30-de-novembro-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/12776-discurso-da-presidenta-da-republica-dilma-rousseff-durante-a-xlix-cupula-dos-estados-partes-do-mercosul-e-estados-associados-assuncao-21-de-dezembro-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/12996-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-reuniao-ampliada-com-o-presidente-do-equador-rafael-correa-quito-27-de-janeiro-de-2016
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/13058-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-cerimonia-de-assinatura-de-atos-com-o-presidente-da-republica-da-bulgaria-rosen-plevneliev-brasilia-1-de-fevereiro-de-2016
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/13079-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-reuniao-ampliada-com-o-presidente-de-estado-plurinacional-da-bolivia-evo-morales-brasilia-2-de-fevereiro-de-2016
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/13113-pronunciamento-da-presidenta-da-republica-dilma-rousseff-em-cadeia-nacional-de-radio-e-televisao-sobre-o-combate-ao-mosquito-aedes-aegypti-transmissor-do-virus-zika-3-de-fevereiro-de-2016
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/13330-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-oferecido-pela-presidenta-do-chile-michelle-bachelet-em-homenagem-a-presidenta-da-republica-santiago-chile-26-de-fevereiro-de-2016
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/13332-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-em-homenagem-ao-presidente-do-estado-plurinacional-da-bolivia-evo-morales-brasilia-2-de-fevereiro-de-2016
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/13333-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-em-homenagem-ao-presidente-da-bulgaria-rosen-plevneliev-brasilia-1-de-fevereiro-de-2016
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/13335-discurso-da-presidenta-da-republica-dilma-rousseff-durante-jantar-oferecido-pelo-presidente-do-equador-rafael-correa-quito-27-de-janeiro-de-2016
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/13337-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-oferecido-pelo-presidente-do-mexico-enrique-pena-neto-cidade-do-mexico-26-de-maio-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/13338-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-assinatura-de-atos-entre-brasil-e-mexico-cidade-do-mexico-26-de-maio-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/13875-discurso-da-presidenta-da-republica-dilma-rousseff-por-ocasiao-da-cerimonia-de-assinatura-do-acordo-de-paris-nova-iorque-eua-22-de-abril-de-2016
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/13993-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-da-uniao-das-americas-por-ocasiao-da-chegada-da-chama-olimpica-rio-2016-em-brasilia-brasilia-03-de-maio-de-2016
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/2376-discurso-proferido-pela-presidenta-da-republica-dilma-rousseff-durante-sessao-plenaria-do-forum-economico-mundial-2014-davos-suica-24-de-janeiro-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4641-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-criacao-da-comissao-e-do-comite-nacional-de-organizacao-da-conferencia-das-nacoes-unidas-sobre-o-desenvolvimento-sustentavel-brasilia-07-06-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4642-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-oferecido-ao-primeiro-ministro-da-suecia-fredrik-reinfeldt-brasilia-17-05-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4643-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-oferecido-ao-presidente-da-alemanha-christian-wulff-brasilia-05-05-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4644-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-abertura-do-forum-de-boao-boao-china-15-04-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4645-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-oferecido-ao-presidente-dos-estados-unidos-barack-obama-brasilia-19-03-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4646-discurso-da-presidenta-da-republica-dilma-rousseff-durante-visita-do-primeiro-ministro-do-timor-leste-xanana-gusmao-brasilia-03-03-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4647-discurso-da-presidenta-da-republica-dilma-rousseff-durante-a-37-reuniao-do-conselho-de-desenvolvimento-economico-e-social-cdes-brasilia-26-04-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4648-discurso-da-presidenta-da-republica-dilma-rousseff-durante-a-xlii-cupula-de-chefes-de-estado-do-mercosul-e-estados-associados-montevideu-uruguai-20-12-11
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4649-discurso-da-presidenta-da-republica-dilma-rousseff-durante-encontro-com-a-diretora-executiva-da-onu-mulheres-michelle-bachelet-brasilia-15-12-11
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4650-discurso-da-presidenta-da-republica-dilma-rousseff-durante-reuniao-plenaria-da-v-cupula-do-ibas-pretoria-africa-do-sul-18-10-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4651-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-em-sua-homenagem-oferecido-pelo-presidente-de-angola-jose-eduardo-dos-santos-luanda-angola-20-10-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4652-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-oferecido-ao-presidente-da-ucrania-viktor-yanukovych-brasilia-25-10-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4653-discurso-da-presidenta-da-republica-dilma-rousseff-na-cerimonia-de-encerramento-do-encontro-empresarial-brasil-turquia-ancara-turquia-07-10-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4654-discurso-da-presidenta-da-republica-dilma-rousseff-no-encerramento-do-forum-empresarial-brasil-bulgaria-sofia-bulgaria-05-10-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4655-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-inauguracao-da-embaixada-da-republica-argentina-brasilia-29-07-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4656-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-em-homenagem-a-presidenta-da-argentina-cristina-kirchner-brasilia-29-07-201
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4657-discurso-da-presidenta-da-republica-dilma-rousseff-na-reuniao-extraordinaria-da-unasul-lima-peru-29-07-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4658-discurso-da-presidenta-da-republica-dilma-vana-rousseff-durante-a-cerimonia-de-posse-no-congresso-nacional
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4659-pronunciamento-da-presidenta-da-republica-dilma-rousseff-a-nacao-brasileira-no-parlatorio-do-palacio-do-planalto
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4662-discurso-da-presidenta-da-republica-dilma-rousseff-na-primeira-sessao-da-41-cupula-de-presidentes-dos-estados-partes-do-mercosul-e-estados-associados-assuncao-paraguai-29-06-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4664-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-abertura-do-dialogo-de-alto-nivel-brasil-china-em-ciencia-tecnologia-e-inovacao-pequim-china-12-04-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4665-discurso-da-presidenta-da-republica-dilma-rousseff-na-cerimonia-de-encerramento-do-seminario-empresarial-brasil-china-para-alem-da-complementaridade-pequim-china-12-04-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4666-discurso-da-presidenta-da-republica-dilma-rousseff-na-cerimonia-de-formatura-da-turma-2009-2011-do-instituto-rio-branco
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4667-discurso-no-encerramento-da-reuniao-de-chefes-de-estado-e-de-governo-do-encontro-iberoamericano-de-alto-nivel-em-comemoracao-do-ano-internacional-dos-afrodescendentes-salvador-19-11-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4668-discurso-da-presidenta-da-republica-dilma-rousseff-durante-visita-a-escola-vasil-aprilov-gabrovo-bulgaria-06-10-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4669-discurso-da-presidenta-da-republica-dilma-rousseff-durante-jantar-oferecido-pelo-presidente-da-bulgaria-georgi-parvanov-sofia-bulgaria-05-10-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4670-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-encerramento-do-forum-empresarial-brasil-uniao-europeia-bruxelas-belgica-04-10-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4671-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-abertura-do-festival-internacional-de-artes-europalia-brasil-2011-bruxelas-belgica-04-10-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4672-discurso-da-presidenta-da-republica-dilma-rousseff-na-reuniao-de-alto-nivel-sobre-seguranca-nuclear-nova-york-eua-22-09-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4673-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-em-homenagem-ao-primeiro-ministro-do-canada-stephen-harper-brasilia-08-08-2011
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4674-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-lancamento-da-parceria-para-governo-aberto-nova-york-eua-20-09-11
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4675-discurso-na-abertura-do-debate-geral-da-66-assembleia-geral-das-nacoes-unidas-nova-york-eua-21-09-2011
