president|link
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4676-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-abertura-protocolar-da-conferencia-das-nacoes-unidas-sobre-desenvolvimento-sustentavel-rio-20
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4677-discurso-da-presidenta-da-republica-dilma-rousseff-durante-o-forum-de-mulheres-lideres-sobre-igualdade-de-genero-e-empoderamento-das-mulheres-no-desenvolvimento-sustentavel-rio-de-janeiro
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4678-discurso-da-presidenta-da-republica-dilma-rousseff-na-sessao-de-encerramento-da-conferencia-das-nacoes-unidas-sobre-desenvolvimento-sustentavel-rio-20
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4679-discurso-de-encerramento-da-presidenta-da-republica-dilma-rousseff-na-cupula-de-chefes-de-estado-do-mercosul-e-estados-associados
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4680-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-reuniao-da-cupula-extraordinaria-do-mercosul
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4681-mensagem-da-presidenta-dilma-rousseff-no-34-periodo-de-sessoes-da-cepal
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4682-discurso-da-presidenta-da-republica-dilma-rousseff-durante-reuniao-de-cupula-dos-estados-parte-e-estados-associados-do-mercosul-e-convidados-especiais
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4684-discurso-da-presidenta-da-republica-dilma-rousseff-na-abertura-do-debate-geral-da-68-assembleia-geral-das-nacoes-unidas
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4685-mensagem-da-presidenta-dilma-rousseff-por-ocasiao-do-centenario-em-10-de-fevereiro-da-morte-do-barao-do-rio-branco-brasilia-10-02-2012
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4687-discurso-da-presidenta-da-republica-dilma-rousseff-na-abertura-da-67-assembleia-geral-das-nacoes-unidas
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4688-discurso-da-presidenta-da-republica-dilma-rousseff-por-ocasiao-da-iii-cupula-aspa
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4689-discurso-da-presidenta-da-republica-dilma-rousseff-durante-encontro-da-clinton-global-initiative-rio-de-janeiro-rj-09-12-2013
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4691-discurso-da-presidenta-da-republica-dilma-rousseff-apos-cerimonia-de-assinatura-de-atos
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4692-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-em-sua-homenagem-oferecido-pelo-presidente-da-republica-federal-da-nigeria-goodluck-ebele-jonathan
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4693-discurso-da-presidenta-da-republica-dilma-rousseff-na-cerimonia-de-abertura-da-iii-cupula-america-do-sul-africa
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4694-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-formatura-da-turma-2011-2013-do-instituto-rio-branco
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4695-discurso-da-presidenta-da-republica-dilma-rousseff-durante-jantar-oferecido-pelo-governador-do-rio-de-janeiro-sergio-cabral-e-pelo-prefeito-do-rio-de-janeiro-eduardo-paes-em-homenagem-aos-chefes-das-delegacoes-africanas
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4696-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-apresentacao-do-contingente-brasileiro-da-missao-das-nacoes-unidas-para-a-estabilizacao-do-haiti-porto-principe-haiti-01-02-12
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4697-discurso-da-presidenta-da-republica-dilma-rousseff-na-cerimonia-de-formatura-da-turma-de-2010-2012-do-instituto-rio-branco-brasilia-20-de-abril-de-2012
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/4698-discurso-da-presidenta-da-republica-dilma-rousseff-durante-o-forum-social-mundial-dialogos-entre-sociedade-civil-e-governo-porto-alegre-26-01-2012
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5041-discurso-proferido-pela-presidenta-da-republica-dilma-rousseff-durante-sessao-plenaria-do-forum-economico-mundial-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5823-discurso-proferido-pela-presidenta-da-republica-dilma-rousseff-durante-cupula-do-clima-das-nacoes-unidas-nova-york-23-de-setembro-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5829-discurso-proferido-pela-presidenta-da-republica-dilma-rousseff-na-abertura-do-debate-de-alto-nivel-da-69-assembleia-geral-das-nacoes-unidas-onu-nova-york-24-de-setembro-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5839-discurso-proferido-pela-presidenta-da-republica-dilma-rousseff-durante-cupula-do-clima-das-nacoes-unidas-nova-york-estados-unidos-23-de-setembro-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5878-palavras-da-presidenta-da-republica-dilma-rousseff-durante-almoco-em-homenagem-ao-primeiro-ministro-do-japao-shinzo-abe-brasilia-1-de-agosto-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5879-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-cerimonia-de-atos-com-o-primeiro-ministro-do-japao-shinzo-abe-brasilia-1-de-agosto-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5880-discurso-da-presidenta-da-republica-dilma-rousseff-durante-sessao-plenaria-da-46-cupula-do-mercosul-caracas-venezuela-29-de-julho-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5881-palavras-da-presidenta-da-republica-dilma-rousseff-durante-almoco-em-homenagem-ao-presidente-da-republica-popular-da-china-xi-jinping-brasilia-17-de-julho-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5882-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-encontro-com-o-presidente-da-republica-popular-da-china-xi-jinping-brasilia-17-de-julho-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5883-discurso-da-presidenta-da-republica-dilma-rousseff-na-abertura-da-segunda-sessao-de-trabalho-da-cupula-do-brics-e-de-paises-da-america-do-sul-brasilia-16-de-julho-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5884-discurso-da-presidenta-da-republica-dilma-rousseff-durante-abertura-da-sessao-plenaria-da-vi-cupula-do-brics-fortaleza-15-de-julho-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5885-brinde-da-presidenta-da-republica-dilma-rousseff-durante-almoco-em-homenagem-ao-presidente-da-republica-francesa-francois-hollande-e-senhora-valerie-trierweiler-brasilia-12-de-dezembro-de-2013
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5886-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-encontro-bilateral-com-o-presidente-da-republica-francesa-francois-hollande-brasilia-12-de-dezembro-de-2013
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5888-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-entrega-das-chaves-da-cidade-de-lima-lima-peru-11-de-novembro-de-2013
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5889-brinde-da-presidenta-da-republica-dilma-rousseff-durante-almoco-oferecido-pelo-presidente-da-republica-do-peru-ollanta-humala-lima-peru-11-de-novembro-de-2013
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5890-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-cerimonia-de-assinatura-de-atos-lima-peru-11-de-novembro-de-2013
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5891-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-abertura-do-foro-empresarial-brasil-peru-lima-peru-11-de-novembro-de-2013
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5892-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-inauguracao-conjunta-da-linha-de-500-kv-entre-villa-hayes-e-a-subestacao-de-energia-da-margem-direita-de-itaipu-binacional-hernandarias-paraguai-29-de-outubro-de-2013
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5893-discurso-da-presidenta-da-republica-dilma-rousseff-na-abertura-da-iii-conferencia-global-sobre-trabalho-infantil-brasilia-08-de-outubro-de-2013
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5894-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-em-homenagem-ao-presidente-da-republica-do-paraguai-horacio-cartes-brasilia-30-de-setembro-de-2013
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5895-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-encontro-bilateral-com-o-presidente-da-republica-do-paraguai-horacio-cartes-brasilia-30-de-setembro-de-2013
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5896-discurso-da-presidenta-da-republica-dilma-rousseff-durante-encerramento-do-seminario-empresarial-oportunidades-em-infraestrutura-no-brasil-nova-iorque-estados-unidos-25-de-setembro-de-2013
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5897-discurso-da-presidenta-da-republica-dilma-rousseff-durante-mesa-de-abertura-do-foro-politico-de-alto-nivel-sobre-desenvolvimento-sustentavel-nova-iorque-estados-unidos-24-de-setembro-de-2013
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5898-discurso-da-presidenta-da-republica-dilma-rousseff-na-abertura-do-debate-geral-da-68-assembleia-geral-das-nacoes-unidas-nova-iorque-estados-unidos-24-de-setembro-de-2013
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5899-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-em-homenagem-ao-presidente-da-russia-vladimir-putin-brasilia-14-de-julho-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5900-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-reuniao-bilateral-com-o-presidente-da-russia-vladimir-putin-brasilia-14-de-julho-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5901-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-encontro-bilateral-com-o-presidente-da-republica-de-angola-jose-eduardo-dos-santos-brasilia-16-de-junho-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5902-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-reuniao-de-trabalho-com-a-chanceler-da-alemanha-angela-merkel-brasilia-15-de-junho-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5903-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-formatura-da-turma-2012-2014-do-instituto-rio-branco-e-de-imposicao-de-insignias-da-ordem-de-rio-branco-brasilia-30-de-abril-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5904-discurso-da-presidenta-da-republica-dilma-rousseff-na-sessao-inaugural-da-lv-reuniao-anual-do-banco-interamericano-de-desenvolvimento-costa-do-sauipe-29-de-marco-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5907-discurso-da-presidenta-da-republica-dilma-rousseff-durante-a-i-sessao-de-trabalho-da-ii-cupula-da-comunidade-dos-estados-latino-americanos-celac-havana-cuba-28-de-janeiro-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5908-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-inauguracao-do-porto-de-mariel-provincia-de-artemisa-cuba-27-de-janeiro-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/5911-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-visita-a-sede-da-fifa-zurique-suica-23-de-janeiro-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/6159-discurso-da-presidenta-da-republica-dilma-rousseff-na-cupula-extraordinaria-da-uniao-das-nacoes-sul-americanas-unasul-quito-equador-05-de-dezembro-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/6214-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-abertura-da-xlvii-cupula-do-mercosul-e-estados-associados-parana-provincia-de-entre-rios-argentina-17-de-dezembro-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/6367-discurso-da-presidenta-da-republica-dilma-rousseff-durante-compromisso-constitucional-perante-o-congresso-nacional-congresso-nacional-1-de-janeiro-de-2014
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/7724-discurso-da-presidenta-da-republica-dilma-rousseff-durante-a-2-sessao-plenaria-da-iii-cupula-da-comunidade-de-estados-latino-americanos-e-caribenhos-celac-san-jose-costa-rica-28-de-janeiro-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8182-discurso-durante-enceramento-do-4-forum-empresarial-brasil-uniao-europeia-palacio-itamaraty-14-de-julho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8184-discurso-durante-jantar-oferecido-pelo-presidente-da-africa-do-sul-jacob-zuma-pretoria-africa-do-sul-9-de-julho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8185-discurso-durante-cerimonia-de-lancamento-da-campanha-internacional-turistica-para-o-brasil-2014-joanesburgo-africa-do-sul-9-de-julho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8186-discurso-durante-encerramento-do-forum-empresarial-brasil-africa-do-sul-joanesburgo-africa-do-sul-9-de-julho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8188-discurso-durante-cerimonia-de-inicio-da-jornada-para-a-copa-do-mundo-da-fifa-brasil-2014-joanesburgo-africa-do-sul-8-de-julho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8345-discurso-durante-encerramento-do-seminario-empresarial-brasil-zambia-lusaca-zambia-8-de-julho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8347-discurso-durante-jantar-oferecido-pelo-presidente-da-zambia-rupiah-bwezani-banda-lusaca-zambia-7-de-julho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8348-discurso-na-cerimonia-de-abertura-do-encontro-empresarial-brasil-tanzania-dar-es-salaam-tanzania-7-de-julho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8364-discurso-durante-sessao-de-encerramento-do-seminario-empresarial-brasil-quenia
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8374-declaracao-a-imprensa-apos-cerimonia-de-assinatura-de-atos-nairobi-quenia-6-de-julho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8375-discurso-durante-almoco-oferecido-pelo-presidente-do-quenia-mwai-kibaki-nairobi-quenia-6-de-julho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8402-discurso-durante
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8405-discurso-durante-visita-a-guine-equatorial-malabo-guine-equatorial-5-de-julho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8425-discurso-durante-sessao-de-abertura-da-cupula-brasil-comunidade-economica-dos-estados-da-africa-ocidental-cedeao-ilha-do-sal-cabo-verde-3-de-julho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8428-discurso-por-ocasiao-da-visita-do-presidente-da-siria-bashar-al-assad-palacio-itamaraty-30-de-junho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8429-discurso-durante-encerramento-do-seminario-brasil-italia-novas-parcerias-estrategicas-sao-paulo-sp-29-de-junho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8432-discurso-durante-almoco-oferecido-ao-presidente-de-angola-jose-eduardo-dos-santos-brasilia-df-palacio-itamaraty-23-de-junho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8433-segunda-intervencao-durante-discurso-do-presidente-do-peru-alan-garcia-manaus-16-de-junho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8435-discurso-durante-a-cerimonia-de-assinatura-de-atos-em-conjunto-com-o-presidente-do-peru-alan-garcia-manaus-am-16-de-junho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8436-primeira-intervencao-durante-discurso-do-presidente-do-peru-alan-garcia-manaus-16-de-junho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8439-discurso-durante-encerramento-do-seminario-de-alto-nivel-da-comissao-economica-para-america-latina-e-caribe-cepal-brasilia-01-de-junho-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8440-discurso-na-sessao-de-abertura-do-3-forum-mundial-da-alianca-de-civilizacoes-rio-de-janeiro-28-de-maio-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8445-bem-eu-qu
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8450-declaracao-a-imprensa-apos-sessao-plenaria-da-10-cimeira-luso-brasileira-lisboa-portugal-19-de-maio-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8452-discurso-durante-cerimonia-de-entrega-do-premio-camoes-lisboa-19-de-maio-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8454-discurso-no-almoco-conferencia-do-seminario-brasil-parceria-para-uma-nova-economia-global-madri-19-de-maio-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8458-discurso-na-sessao-de-abertura-da-14-cupula-do-g-15-teera-17-de-maio-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8482-discurso-durante-cerimonia-de-recebimento-do-premio-nova-economia-forum-2010-madri-18-de-maio-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8483-discurso-na-cerimonia-de-encerramento-do-iv-encontro-empresarial-brasil-ira-teera-16-de-maio-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8485-discurso-na-cerimonia-de-encerramento-do-seminario-empresarial-brasil-catar-doha-15-de-maio-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8486-discurso-durante-encontro-com-o-primeiro-ministro-da-russia-vladimir-putin-moscou-14-de-maio-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8487-declaracao-a-imprensa-concedida-apos-cerimonia-de-assinatura-de-atos-moscou-russia-14-de-maio-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8488-discurso-durante-reuniao-ampliada-com-o-presidente-da-russia-dmitri-medvedev-moscou-14-de-maio-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8489-discurso-no-forum-empresarial-brasil-russia-moscou-14-de-maio-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8490-dis
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8695-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-lancamento-do-pacto-nacional-de-enfrentamento-as-violacoes-de-direitos-humanos-na-internet-humaniza-redes-palacio-do-planalto-07-de-abril-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8857-discurso-da-presidenta-da-republica-dilma-rousseff-durante-participacao-no-foro-empresarial-das-americas-unindo-as-americas-integracao-produtiva-para-o-desenvolvimento-inclusivo-panama-10-de-abril-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8860-discurso-da-presidenta-da-republica-dilma-rousseff-durante-a-vii-cupula-das-americas-cidade-do-panama-11-de-abril-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8901-declaracao-a-imprensa-apos-encontro-com-o-presidente-do-uruguai-jose-mujica-montevideu-uruguai-4-de-maio-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8903-discurso-na-abertura-da-reuniao-do-conselho-de-chefes-de-estado-e-de-governo-da-uniao-de-nacoes-sul-americanas-unasul-buenos-aires-4-de-maio-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8918-discurso-durante-o-encerramento-do-seminario-empresarial-brasil-paraguai-perspectivas-de-comercio-e-investimentos-na-fronteira-ponta-pora-ms-3-de-maio-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8922-discurso-na-cerimonia-de-instalacao-e-primeira-sessao-plenaria-da-reuniao-de-cupula-brasil-comunidade-do-caribe-caricom-palacio-itamaraty-26-de-abril-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/8925-declaracao-a-imprensa-concedida-durante-a-reuniao-da-cupula-brasil-caricom-palacio-itamaraty-26-de-abril-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9239-discurso-durante-almoco-oferecido-ao-presidente-do-libano-michel-sleiman-palacio-itamaraty-22-de-abril-de-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9240-discurso-durante-cerimonia-em-comemoracao-ao-dia-do-diplomata-palacio-itamaraty-brasilia-20-04-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9241-discurso-durante-abertura-da-sessao-plenaria-da-4-cupula-do-ibas-palacio-itamaraty-brasilia-15-04-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9242-discurso-durante-encerramento-da-sessao-plenaria-da-4-cupula-ibas-palacio-itamaraty-brasilia-15-04-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9243-declaracao-a-imprensa-por-ocasiao-da-visita-do-presidente-do-chile-sebastian-pinera-ao-brasil-palacio-itamaraty-brasilia-09-04-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9252-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-em-homenagem-a-presidenta-da-republica-da-coreia-park-geun-hye-palacio-itamaraty-24-de-abril-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9253-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-cerimonia-de-assinatura-de-atos-entre-brasil-e-coreia-palacio-do-planalto-24-de-abril-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9274-discurso-durante-almoco-oferecido-ao-presidente-do-mali-amadou-toumani-toure-palacio-itamaraty-brasilia-08-04-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9275-discurso-durante-almoco-oferecido-a-presidente-da-liberia-ellen-johson-sirleaf-palacio-itamaraty-brasilia-07-04-2010
